"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2025","EQ","82.45","86.94","82.00","81.28","82.20","82.20","84.53","118.40","71.00","7,23,67,264","6,11,72,00,295.01","1,80,358"
"27-Mar-2025","EQ","80.60","82.27","80.00","80.94","81.82","81.28","81.17","118.40","71.00","8,49,26,439","6,89,34,59,449.20","1,09,502"
"26-Mar-2025","EQ","81.45","82.85","80.55","81.31","80.90","80.94","81.78","118.40","71.00","2,00,90,934","1,64,29,73,080.68","76,066"
"25-Mar-2025","EQ","84.30","84.65","80.75","83.62","81.21","81.31","82.12","118.40","71.00","1,98,26,090","1,62,82,12,939.35","66,580"
"24-Mar-2025","EQ","83.29","84.99","83.19","82.56","83.65","83.62","83.93","118.40","71.00","1,98,69,482","1,66,76,23,249.91","65,446"
"21-Mar-2025","EQ","80.20","84.09","80.02","80.04","82.53","82.56","82.85","118.40","71.00","4,80,89,355","3,98,42,80,560.69","1,33,897"
"20-Mar-2025","EQ","81.38","81.80","79.67","80.20","79.95","80.04","80.52","118.40","71.00","1,24,43,348","1,00,19,34,957.70","45,848"
"19-Mar-2025","EQ","79.30","80.60","79.06","79.13","80.17","80.20","80.05","118.40","71.00","1,07,58,869","86,12,89,690.72","40,317"
"18-Mar-2025","EQ","78.75","79.35","77.88","78.33","79.12","79.13","78.74","118.40","71.00","1,21,51,679","95,67,83,435.03","55,491"
"17-Mar-2025","EQ","77.60","79.20","77.60","77.57","78.16","78.33","78.33","118.40","71.00","1,15,45,925","90,43,49,811.57","51,287"
"13-Mar-2025","EQ","78.80","79.00","77.30","78.36","77.57","77.57","78.02","118.40","71.00","1,15,12,350","89,81,83,257.29","50,032"
"12-Mar-2025","EQ","77.00","78.50","76.69","76.58","78.33","78.36","77.67","118.40","71.00","1,56,57,366","1,21,61,23,680.40","59,690"
"11-Mar-2025","EQ","75.00","76.95","74.32","75.80","76.73","76.58","75.87","118.40","71.00","1,25,55,697","95,26,29,515.53","87,128"
"10-Mar-2025","EQ","77.40","78.50","75.31","77.03","75.44","75.80","76.93","118.40","71.00","1,15,91,159","89,17,16,518.34","54,840"
"07-Mar-2025","EQ","77.41","78.15","76.63","77.51","76.96","77.03","77.39","118.40","71.00","1,09,46,561","84,71,94,611.33","52,451"
"06-Mar-2025","EQ","77.00","77.82","76.50","76.35","77.20","77.51","77.32","118.40","71.00","1,08,95,125","84,24,25,312.53","48,731"
"05-Mar-2025","EQ","74.00","76.56","74.00","73.57","76.50","76.35","75.73","118.40","71.00","1,51,68,229","1,14,87,07,497.54","59,642"
"04-Mar-2025","EQ","72.98","74.40","72.43","73.37","73.85","73.57","73.57","118.40","71.00","1,59,15,861","1,17,08,67,398.71","57,151"
"03-Mar-2025","EQ","73.59","74.24","71.50","72.90","73.46","73.37","72.66","118.40","71.00","1,73,64,718","1,26,16,84,986.75","87,827"
"28-Feb-2025","EQ","73.50","73.86","71.00","74.31","73.14","72.90","72.55","118.40","71.00","2,84,37,195","2,06,31,46,494.91","1,11,973"
"27-Feb-2025","EQ","76.35","76.99","73.51","76.01","74.19","74.31","74.77","118.40","71.00","1,98,18,208","1,48,17,72,593.14","82,934"
"25-Feb-2025","EQ","77.31","78.80","75.90","77.24","76.04","76.01","77.09","118.40","71.00","2,07,38,338","1,59,88,00,721.13","67,460"
"24-Feb-2025","EQ","78.90","78.95","77.05","79.89","77.28","77.24","77.63","118.40","71.00","1,73,96,412","1,35,05,59,991.79","79,410"
"21-Feb-2025","EQ","80.10","82.16","79.53","79.80","79.92","79.89","80.78","118.40","71.00","4,16,31,037","3,36,28,13,628.13","1,15,594"
"20-Feb-2025","EQ","75.50","80.41","75.00","74.62","79.89","79.80","78.43","118.40","71.00","5,08,30,969","3,98,67,78,370.98","1,69,174"
"19-Feb-2025","EQ","72.95","74.83","72.15","73.01","74.50","74.62","73.79","118.40","71.00","1,20,62,248","89,00,15,489.54","58,180"
"18-Feb-2025","EQ","73.08","73.41","71.14","73.21","72.80","73.01","72.28","118.40","71.00","1,35,97,956","98,28,68,097.73","84,955"
"17-Feb-2025","EQ","72.50","73.60","71.10","73.29","73.07","73.21","72.52","118.40","71.00","1,26,67,923","91,86,39,867.30","78,077"
"14-Feb-2025","EQ","75.51","75.81","72.35","75.30","73.12","73.29","73.56","118.40","71.00","1,11,30,111","81,87,11,607.02","79,190"
"13-Feb-2025","EQ","72.90","76.25","72.80","74.10","75.35","75.30","75.21","118.40","71.00","1,44,49,514","1,08,66,77,019.89","72,464"
"12-Feb-2025","EQ","74.02","74.60","71.00","74.39","74.21","74.10","73.03","118.40","71.00","1,90,72,148","1,39,28,89,011.58","98,739"
"11-Feb-2025","EQ","76.50","76.84","73.87","76.17","74.07","74.39","74.68","118.40","72.15","1,43,32,035","1,07,02,70,687.97","69,911"
"10-Feb-2025","EQ","76.00","78.86","74.91","77.43","76.29","76.17","76.36","118.40","72.15","1,78,72,082","1,36,46,35,945.35","74,424"
"07-Feb-2025","EQ","77.70","78.49","76.90","77.61","77.47","77.43","77.66","118.40","72.15","1,09,78,567","85,26,15,696.88","44,396"
"06-Feb-2025","EQ","80.00","80.84","77.25","79.53","77.75","77.61","78.81","118.40","72.15","1,51,23,982","1,19,18,95,849.08","80,426"
"05-Feb-2025","EQ","78.80","80.13","78.54","78.91","79.45","79.53","79.65","118.40","72.15","1,26,28,688","1,00,59,33,078.63","64,982"
"04-Feb-2025","EQ","77.71","79.15","76.75","76.73","78.75","78.91","78.07","118.40","72.15","1,32,96,006","1,03,79,87,162.02","69,382"
"03-Feb-2025","EQ","77.13","77.62","74.53","78.84","77.30","76.73","76.36","118.40","72.15","2,54,12,024","1,94,05,16,277.29","1,31,043"
"01-Feb-2025","EQ","82.00","82.60","77.24","80.55","78.86","78.84","80.24","118.40","72.15","2,75,42,115","2,20,98,76,909.67","1,28,060"
"31-Jan-2025","EQ","75.70","82.10","75.16","75.47","81.10","80.55","78.89","118.40","72.15","2,27,70,528","1,79,63,64,880.87","1,01,470"
"30-Jan-2025","EQ","74.90","76.75","74.23","74.58","75.60","75.47","75.69","118.40","72.15","1,77,07,842","1,34,03,61,358.25","81,050"
"29-Jan-2025","EQ","73.10","75.63","73.10","73.09","74.90","74.58","74.57","118.40","72.15","1,39,12,840","1,03,75,14,858.66","75,614"
"28-Jan-2025","EQ","75.00","76.07","72.43","74.77","73.25","73.09","73.68","118.40","72.15","1,53,38,930","1,13,02,44,172.78","85,846"
"27-Jan-2025","EQ","76.50","76.68","74.10","76.88","74.40","74.77","75.11","118.40","72.15","1,20,35,524","90,39,59,759.14","71,910"
"24-Jan-2025","EQ","78.40","78.81","76.75","78.46","76.93","76.88","77.58","118.40","72.15","83,28,267","64,61,04,583.10","45,516"
"23-Jan-2025","EQ","77.50","79.63","77.06","77.76","78.42","78.46","78.65","118.40","72.15","79,00,425","62,13,60,682.62","39,556"
"22-Jan-2025","EQ","79.04","79.29","76.63","79.02","77.80","77.76","77.73","118.40","72.15","1,32,10,629","1,02,68,71,528.47","57,959"
"21-Jan-2025","EQ","79.91","80.24","78.80","79.96","79.03","79.02","79.32","118.40","72.15","1,23,75,916","98,16,17,435.13","46,548"
"20-Jan-2025","EQ","80.54","80.70","79.70","80.40","79.92","79.96","80.16","118.40","72.15","71,49,925","57,31,33,630.71","45,594"
"17-Jan-2025","EQ","78.41","81.00","78.00","78.83","80.11","80.40","79.87","118.40","68.55","1,55,92,475","1,24,53,14,291.70","58,184"
"16-Jan-2025","EQ","78.00","79.30","77.94","77.18","78.82","78.83","78.81","118.40","68.55","81,48,498","64,21,71,396.51","36,507"
"15-Jan-2025","EQ","77.33","78.70","76.36","76.39","77.24","77.18","77.57","118.40","68.55","1,32,72,868","1,02,95,28,468.93","59,404"
"14-Jan-2025","EQ","72.70","77.00","72.70","72.57","76.40","76.39","75.46","118.40","68.55","1,79,57,402","1,35,50,75,910.99","82,912"
"13-Jan-2025","EQ","73.86","75.30","72.15","76.60","72.47","72.57","73.95","118.40","68.55","2,85,15,075","2,10,87,79,185.36","1,29,810"
"10-Jan-2025","EQ","78.11","78.54","76.43","78.11","76.79","76.60","77.40","118.40","68.40","1,77,80,157","1,37,60,97,765.82","98,103"
"09-Jan-2025","EQ","79.09","79.20","77.61","78.99","78.22","78.11","78.24","118.40","68.40","1,19,62,206","93,58,79,908.35","60,882"
"08-Jan-2025","EQ","79.29","79.69","77.58","79.19","79.03","78.99","78.71","118.40","68.40","1,50,63,154","1,18,56,31,183.44","72,759"
"07-Jan-2025","EQ","79.44","80.27","78.65","79.27","79.35","79.19","79.35","118.40","68.40","1,40,31,288","1,11,33,44,252.22","66,871"
"06-Jan-2025","EQ","83.00","83.08","78.90","83.09","79.00","79.27","79.87","118.40","68.40","3,20,44,630","2,55,94,09,491.91","1,52,087"
"03-Jan-2025","EQ","83.40","84.50","82.51","82.47","82.73","83.09","83.36","118.40","64.65","2,34,21,943","1,95,24,57,516.61","92,373"
"02-Jan-2025","EQ","82.20","82.72","81.28","81.94","82.70","82.47","82.10","118.40","64.65","90,40,064","74,21,50,426.85","86,040"
"01-Jan-2025","EQ","81.00","82.47","80.69","80.69","81.94","81.94","81.82","118.40","64.65","1,28,95,679","1,05,51,14,914.42","65,307"
"31-Dec-2024","EQ","79.74","81.05","78.37","79.75","80.60","80.69","79.45","118.40","64.65","2,49,06,446","1,97,89,09,251.56","1,19,517"
"30-Dec-2024","EQ","80.67","81.40","78.78","80.33","79.31","79.75","79.80","118.40","64.65","5,80,30,384","4,63,07,41,691.96","1,57,156"
"27-Dec-2024","EQ","82.09","82.41","80.05","82.04","80.34","80.33","81.22","118.40","63.50","1,53,27,439","1,24,49,52,397.05","78,384"
"26-Dec-2024","EQ","82.49","82.90","81.50","82.05","82.00","82.04","82.09","118.40","63.50","84,11,428","69,05,18,227.16","42,938"
"24-Dec-2024","EQ","82.40","82.53","81.45","82.03","82.00","82.05","82.03","118.40","63.50","1,25,09,867","1,02,61,80,899.89","59,115"
